host,method,path,requests_times_production
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239530/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244383/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239867/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/610913248/task/page,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/18190/task/todo,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244967/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235504/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235937/items,8
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/1643,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/344073020/visit/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242154/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241198/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241634/items,8
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/223834958,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245351/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245407/items,8
pos-fr.hungrypanda.co,GET,/api/pos/v2/open/item/detail/ec5c67f8c21b4afba37407b5351bb22f/663844,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/438859418/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244151/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244852/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/21631/visit/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242990/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243120/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242510/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240326/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/1744/task/todo,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/64706/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238220/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239056/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239162/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245495/items,8
fr-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/940174381/task/page,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/344073020/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236133/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236982/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/167199/items,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/310131127/business_time,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237216/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241728/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/18846/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239862/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/64707/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237525/items,8
app-uk.hungrypanda.vip,POST,/api/app/user/product/rankingList,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238659/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/891736837/task/page,8
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/3515/task/page,8
admin-eur.hungrypanda.co,GET,/admin/module/activity/getModuleAddProduct.htm,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/4013566527343712041064/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238263/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243769/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242509/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239910/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/473824129/categories,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240176/items,8
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/21631/basic,8
app.eur.hungrypanda.co,POST,/api/app/user/wechat/getAccessToken,8
uk-gateway.hungrypanda.co,POST,/api/erp/risk/admin/config/queryRiskRuleConfigList,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/25226/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2425275617346752421145/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240458/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2387584757041708881057/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243987/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242229/items,8
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/809529/status,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236687/items,8
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/228863/status,8
uk-gateway.hungrypanda.co,POST,/api/deliveryAdmin/base/basePriceRuleDetail,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239854/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244946/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241806/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238208/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244972/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240837/items,8
pos-fr.hungrypanda.co,GET,/api/pos/v2/open/item/detail/ec5c67f8c21b4afba37407b5351bb22f/657141,8
app-eur-merchant.hungrypanda.co,POST,/api/merchant/data/notice,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245487/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237212/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245047/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241354/items,8
app-eur.hungrypanda.co,POST,/api/app/user/unregister,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/566563673/business_time,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238239/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238493/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241814/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/187768/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239609/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240930/items,8
uk-gateway.hungrypanda.co,GET,/api/erp/newUser/redPacket/activity/list,8
admin-api-uk.pandafreshmart.com,OPTIONS,/ad/addAd,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241010/items,8
fr-gateway.hungrypanda.co,POST,/api/erp/customer/receiving,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238231/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244370/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244265/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245698/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242617/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240207/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243945/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242794/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/576917490/visit/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244262/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/invitation/policy/list,8
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/359400/status,8
uk-gateway.hungrypanda.co,OPTIONS,/api/deliveryAdmin/consumerArea/save,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236793/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245017/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240992/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/18916/categories,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244103/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/844567962734675970347/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241250/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239620/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/987061029/task/todo,8
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/popup/redpacket/group/publish,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239897/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235414/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236391/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236380/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/576917490/task/todo,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235759/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236361/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243005/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242981/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235536/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242703/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235551/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241243/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239639/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/397805984/task/todo,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236852/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237192/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245007/items,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/879180624/business_time,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243702/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243522/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243941/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238553/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239523/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/408262340704277196940/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238283/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/555245971/task/page,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/868055259/task/page,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/372083388/business_time,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237546/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237137/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/18846/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245475/items,8
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/3654/task/page,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/18885/task/page,8
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/refund/export,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240069/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238538/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245025/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240957/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245254/items,8
fr-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/create,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241643/items,8
pos-fr.hungrypanda.co,GET,/api/pos/v2/open/item/detail/02faa4d8744549fba53915a9a87ec2ad/691185,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243689/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242619/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241268/items,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/355878305/business_time,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243183/items,8
uk-gateway.hungrypanda.co,POST,/api/erp/ssoUser/editRole,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/751207453/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245044/items,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/568086377/business_time,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/92534006/business_time,8
fr-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/664304395/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243079/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240098/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245761/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236115/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235459/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/1572/visit/page,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/344073020/visit/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245195/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244959/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243033/items,8
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/private-shop/9746/detail,8
admin-api-uk.pandafreshmart.com,POST,/promotional/channel/getList,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245014/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242350/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243123/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242501/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240283/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238892/items,8
app.uk.hungrypanda.co,POST,/api/app/user/reissue/list/rule,8
fr-gateway.hungrypanda.co,POST,/api/erp/refund/export,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243709/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236860/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/976438527/categories,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/976438527/business_time,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235837/items,8
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/341773/status,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237688/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/1971/following-shop/page,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/548270485/business_time,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239436/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243701/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/976477993/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/140382/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243180/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/187762/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/868055259/task/page,8
uk-gateway.hungrypanda.co,POST,/api/dispatch/watchTask/list,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239167/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245018/items,8
pos-fr.hungrypanda.co,GET,/api/pos/v2/open/item/detail/ec5c67f8c21b4afba37407b5351bb22f/656935,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/987061029/visit/page,8
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/951145/status,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237564/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237732/items,8
fr-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/3515/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244412/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9206356327946740251141/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243611/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237094/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237672/items,8
uk-gateway.hungrypanda.co,POST,/api/deliveryAdmin/driver/online/downloadFile,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238915/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241344/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/1572/task/todo,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239579/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238351/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/activity/simple/list,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242970/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/187766/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238271/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239417/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242589/items,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/180679844/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238153/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242549/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244474/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235967/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/552762160/task/page,8
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/317405893,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/231076/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236958/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/119874072/categories,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237168/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243668/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244389/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242961/items,8
fr-gateway.hungrypanda.co,OPTIONS,/api/sa/meta/event/properties,8
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/task/invitation/633095670/shop/limit/get,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/216100292744171778823/info,8
fr-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/831407141,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241597/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/231080/items,8
uk-gateway.hungrypanda.co,POST,/api/deliveryAdmin/authDriver/testOrderComplete,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241239/items,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/987061029/visit/page,8
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/1572/visit/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245638/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8481540647542716491141/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241604/items,8
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/visit/61350/detail,8
uk-gateway.hungrypanda.co,POST,/api/erp/risk/controller/rule/page/invite,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244235/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/140380/items,8
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/shop/214847070/business_status,8
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/237192338,8
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/664304395/task/page,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237072/items,8
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/834171/status,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/527033603/business_time,8
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/refund/order/balanceToChannel,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241257/items,8
uk-gateway.hungrypanda.co,POST,/api/erp/batchLog/detail,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240053/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/868265830/categories,8
pos-uk.hungrypanda.co,PUT,/api/pos/v1/open/shop/697634189/business_time,8
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/344799203/task/page,8
fr-gateway.hungrypanda.co,POST,/api/merchant/voucher/list,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242688/items,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/829147143734373141917/info,8
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244431/items,8
